Gridcode,LON,LAT,bio4,bio10,bio11,bio15,bio16,bio17,forest,grassland,farmland,urban,barren,sand,BD,PH,OC
101590197,118.8881018,25.9131538,625.25,25.7,10.47,60.98,645.27,117.26,0.415,0.2125,0.325,0.045,0.0025,1.322,1163.024,5.491,43.609
101590198,119.0874034,25.89688844,639.28,26.41,10.89,61.31,618.05,112.36,0.846,0.1364,0.0101,0,0.0076,1.355,1124.348,5.495,49.769
101590199,119.2866334,25.8802422,644.47,26.63,11.02,60.81,603.1,112.24,0.44,0.37,0.185,0,0.005,1.331,1105.494,5.617,51.996
101590200,119.4857198,25.86325743,653.42,27.18,11.41,59.34,571.19,112.28,0.395,0.5475,0.05,0,0.0075,1.324,1124.133,5.746,49.879
101600094,98.292707,25.46629128,443.94,17.31,6.54,74.95,757.69,78.24,0.57,0.3925,0.015,0,0.0225,1.558,746.707,5.329,98.131
101600095,98.49073874,25.48817248,460.46,19.25,8.1,74.31,737.7,79.3,0.51,0.45,0.0075,0,0.0325,1.209,900.196,5.65,70.155
101600096,98.68864173,25.50885647,469.41,19.05,7.7,72.02,663.86,77.85,0.49,0.4875,0.0125,0,0.01,1.362,878.145,5.568,80.169
101600097,98.88663482,25.52917265,432.61,21.13,10.7,72.85,659.34,76.77,0.4875,0.49,0.005,0.0025,0.015,1.249,1038.678,5.905,66.608
101600098,99.08471515,25.54912216,444.68,17.35,6.56,66.42,519.37,72.83,0.44,0.525,0.0025,0,0.0325,1.343,916.02,5.788,81.275
101600099,99.2828858,25.56872563,455.79,18.79,7.72,65.13,487.8,72.86,0.4625,0.515,0.0025,0,0.02,1.506,938.888,5.846,74.982
101600100,99.48113867,25.58796622,463.38,18.98,7.72,63.64,450.87,71.44,0.515,0.445,0.02,0,0.02,1.3,963.576,5.852,67.856
101600101,99.67947496,25.60684979,461.19,19.36,8.15,63.04,428.03,70.06,0.255,0.3125,0.1225,0.0925,0.0175,1.19,1018.773,5.918,61.134
101600102,99.87790008,25.62535655,457.07,18.8,7.71,64.01,420.39,66.89,0.44,0.475,0.0725,0,0.0125,1.276,1004.245,5.875,67.504
101600103,100.0763963,25.64354153,459.54,17.95,6.75,65.72,417.2,62.58,0.3525,0.495,0.0925,0,0.0575,1.513,913.137,5.803,85.582
101600104,100.2749842,25.66133017,460.32,19.82,8.68,67.59,393.73,53.92,0.615,0.375,0.005,0,0.005,1.121,1159.931,6.198,48.738
101600105,100.4736437,25.67877491,443.7,19.51,8.8,70.27,401.6,49.29,0.5825,0.39,0.0175,0,0.01,1.027,1131.974,6.265,50.925
101600106,100.6723774,25.69586651,441.24,21.05,10.42,72.81,400.22,46.09,0.3275,0.6275,0.0325,0,0.0125,0.993,1207.227,6.227,45.726
101600107,100.8711938,25.71257564,460.77,19.01,7.84,74.78,408.6,45.01,0.4775,0.4925,0.015,0,0.015,1.191,967.065,5.839,65.499
101600108,101.0700799,25.72893261,459.38,19.8,8.73,78.27,409.14,39.18,0.315,0.55,0.0125,0,0.12,1.119,1059.142,6.054,53.587
101600109,101.2690334,25.74493242,463.91,20.35,9.19,81.52,411.09,34.93,0.185,0.33,0.3525,0.0025,0.13,0.954,1142.563,6.198,44.527
101600110,101.4680608,25.76057668,455.96,19.91,8.93,84.41,423.89,31.78,0.62,0.32,0.045,0,0.015,1.042,1046.992,6.068,51.585
101600111,101.6671565,25.77587231,446.9,23.57,12.93,90.48,404.83,22.99,0.58,0.2925,0.105,0,0.0225,1.027,1261.018,6.826,37.416
101600112,101.8663213,25.79077481,454.44,24.27,13.54,93.97,402.48,18.68,0.51,0.405,0.065,0,0.02,1.098,1302.18,6.871,36.711
101600113,102.06555,25.80534459,454.55,19.78,8.84,89.3,454.28,27.07,0.47,0.5125,0.005,0,0.0125,0.988,1081.69,6.177,52.787
101600114,102.2648403,25.81954393,458.67,18.72,7.6,88.78,476.88,29.63,0.5125,0.41,0.05,0,0.0275,1.064,1015.422,5.932,59.795
101600115,102.4641966,25.83337078,472.29,18.98,7.46,87.63,481.25,32.58,0.5125,0.33,0.1375,0,0.02,1.129,1013.179,5.884,60.538
101600116,102.6636131,25.84684722,470,18.82,7.39,87.04,487.32,34.05,0.2675,0.3575,0.3475,0,0.0275,1.105,1033.963,5.972,58.02
101600117,102.8630902,25.85998121,466.41,18.51,7.17,87.17,496.86,33.26,0.5075,0.3525,0.0425,0,0.0975,1.005,1044.652,5.995,53.765
101600118,103.0626228,25.87272773,471.83,18.62,7.15,86.74,495.4,32.57,0.355,0.43,0.0725,0,0.1375,0.938,1125.081,6.195,45.942
101600119,103.2622152,25.8851302,472.1,17.79,6.32,86.26,503.61,33.41,0.16,0.5075,0.265,0,0.0675,1.039,1087.572,6.119,53.927
101600120,103.461858,25.89715499,475.9,18.59,7.02,85.81,507.46,35.05,0.2175,0.3325,0.385,0,0.05,0.941,1124.297,6.125,54.673
101600121,103.6615542,25.90881701,488.25,19.44,7.56,85.74,512.36,35.54,0.3225,0.3475,0.295,0,0.035,0.886,1167.114,6.2,47.799
101600122,103.8613044,25.92011922,490.88,18.67,6.67,85.4,539.52,38.07,0.12,0.1775,0.635,0.0025,0.065,0.893,1128.471,5.995,48.408
101600123,104.0610996,25.93106758,499.81,18.64,6.42,85.35,560.35,39.57,0.075,0.0475,0.8675,0,0.01,0.855,1158.437,6.075,45.47
101600124,104.260951,25.94164967,504.61,18.52,6.13,85.32,585.19,40.55,0.0525,0.075,0.85,0,0.0225,0.888,1144.208,6.048,49.597
101600125,104.4608418,25.95188332,514.14,18.97,6.27,84.17,612.6,47.5,0.0575,0.2025,0.69,0,0.05,0.981,1068.816,5.96,58.577
101600126,104.6607778,25.96172105,535.84,19.78,6.58,83.17,633.54,52,0.0225,0.12,0.8325,0,0.025,0.966,1089.86,5.897,56.361
101600127,104.8607599,25.97122757,554.14,20.43,6.74,81.64,642.64,56.14,0.015,0.065,0.915,0,0.005,0.955,1049.858,5.883,62.54
101600128,105.06078,25.98037074,579.84,22.03,7.72,79.72,642.06,61.06,0.0075,0.1625,0.805,0,0.025,0.881,1129.303,6.066,53.04
101600129,105.260843,25.98913646,593.16,23.45,8.82,78.47,629.96,61.31,0.055,0.2275,0.7,0,0.0175,0.89,1160.189,6.203,53.953
101600130,105.4609489,25.99753041,600.04,22.18,7.37,77.64,634.38,62.23,0.095,0.2025,0.685,0,0.0175,0.802,1151.899,5.942,50.16
101600131,105.6610832,26.00559459,621.72,23.36,7.99,76.67,620.8,62.51,0.035,0.14,0.8175,0,0.0075,0.801,1207.992,6.023,43.815
101600132,105.861261,26.0132707,625.77,22.78,7.31,75.77,611.24,61.92,0.015,0.1475,0.795,0,0.0425,0.772,1135.216,5.978,47.384
101600133,106.0614702,26.02058387,634.52,22.39,6.71,74.85,602.84,61.9,0.18,0.2475,0.5175,0,0.055,0.764,1107.287,5.895,51.595
101600134,106.2617073,26.02755901,647.25,22.69,6.71,73.8,594.93,62.23,0.0725,0.3825,0.5125,0,0.0325,0.789,1111.064,5.888,46.27
101600135,106.4619804,26.03414601,659.66,23.1,6.83,72.77,590.08,63.14,0.085,0.7675,0.135,0,0.0125,0.844,1099.566,5.865,50.403
101600136,106.6622777,26.04036303,671.06,23.31,6.78,71.69,585.6,64.46,0.15,0.7625,0.06,0,0.0275,0.877,1138.818,5.995,46.59
101600137,106.8626026,26.04624238,673.62,22.67,6.11,70.57,589.07,68.32,0.165,0.6475,0.155,0,0.0325,0.906,1093.825,5.884,49.16
101600138,107.0629555,26.05174811,685.78,23.8,6.88,69.16,581.23,71.15,0.2875,0.4775,0.205,0,0.03,0.958,1132.35,5.99,49.098
101600139,107.2633296,26.05690002,697.63,23.37,6.21,68,585.2,75.58,0.1875,0.4725,0.3175,0,0.0225,1.037,1095.802,5.928,52.412
101600140,107.4637268,26.06166574,717.79,24.17,6.54,66.69,579.33,79.4,0.54,0.38,0.08,0,0,1.098,1137.531,6.014,46.543
101600141,107.6641483,26.0660906,713.49,23.94,6.42,65.71,583.92,84.51,0.485,0.395,0.12,0,0,1.163,1129.613,5.986,51.953
101600142,107.8645858,26.07012603,708.46,25.08,7.72,64.58,569.22,87.38,0.5075,0.41,0.08,0,0.0025,1.186,1172.216,5.942,44.526
101600143,108.065042,26.07382373,727.83,24.45,6.57,63.39,575.48,94.73,0.67,0.27,0.06,0,0,1.095,1117.868,5.871,52.614
101600144,108.2655106,26.07715633,734.21,24.94,6.91,62.46,565.15,97.8,0.5125,0.3725,0.115,0,0,1.083,1132.929,5.767,54.607
101600145,108.4659955,26.08010321,735.96,25.34,7.27,61.62,553.94,100.87,0.6225,0.29,0.085,0,0.0025,1.039,1160.845,5.868,51.692
101600146,108.6664914,26.08272332,743.88,24.34,6.04,60.69,577.71,112.61,0.6525,0.2275,0.1125,0,0.0075,1.07,1119.152,5.795,57.218
101600147,108.8670015,26.08493762,744.24,24.84,6.55,59.98,579.97,119.9,0.72,0.22,0.055,0,0.005,1.065,1131.508,5.736,54.764
101600148,109.0675191,26.08680964,744.58,24.52,6.19,59.05,600.63,132.32,0.6925,0.2625,0.04,0,0.005,1.267,1105.469,5.56,57.13
101600149,109.2680444,26.08831819,748.28,24.94,6.55,58.38,616.2,141.15,0.6375,0.32,0.0325,0,0.01,1.363,1122.277,5.514,56.041
101600150,109.4685743,26.08948778,750.34,25.01,6.57,57.76,640.49,152.4,0.5875,0.3725,0.03,0,0.01,1.369,1118.285,5.495,57.086
101600151,109.6691098,26.0902542,752.85,25.27,6.8,57.01,660.63,163.67,0.7525,0.2225,0.025,0,0,1.427,1129.548,5.489,58.946
101600152,109.8696515,26.0906696,744.14,24.72,6.46,56.74,685.26,171.09,0.595,0.3725,0.03,0,0.0025,1.436,1122.08,5.531,56.07
101600153,110.0701871,26.09072421,710.27,21.89,4.42,56.69,718.26,169.95,0.6975,0.2875,0.01,0,0.005,1.689,995.286,5.334,74.963
101600154,110.2707272,26.09042135,725.89,22.93,5.08,56.28,722.33,175.79,0.5,0.385,0.1125,0,0.0025,1.471,1031.81,5.265,68.976
101600155,110.4712645,26.08974882,717.56,22.35,4.67,55.55,732.69,178.89,0.4675,0.4,0.105,0,0.0275,1.67,1028.727,5.275,72.169
101600156,110.671795,26.08870673,739.72,23.87,5.68,54.8,717.35,183.76,0.1725,0.495,0.295,0,0.0375,1.697,1114.32,5.407,63.764
101600157,110.8723234,26.08731153,733.42,23.47,5.48,54.01,721.6,185.37,0.2975,0.5475,0.095,0,0.06,1.881,1043.612,5.499,71.443
101600158,111.0728441,26.08553739,777.73,26.26,7.25,53.56,673.76,184.8,0.4225,0.44,0.125,0,0.0125,1.565,1150.187,5.789,52.876
101600159,111.2733576,26.08342912,802.79,27.3,7.66,52.2,646.18,187,0.7625,0.23,0.0075,0,0,1.516,1202.953,6.098,45.464
101600160,111.4738577,26.0809315,795.26,26.91,7.43,51.12,636.09,188.08,0.85,0.145,0.0025,0,0.0025,1.393,1193.36,5.996,48.321
101600161,111.6743463,26.07807224,793.94,26.86,7.42,50.54,625.87,186.93,0.67,0.2825,0.0475,0,0,1.328,1158.784,5.967,47.612
101600162,111.8748204,26.0748703,731.89,23.68,5.72,50.31,681.8,188.03,0.185,0.4675,0.3275,0,0.02,1.565,1026.793,5.398,72.614
101600163,112.0752786,26.07128123,737.5,24.25,6.15,50.3,672.41,183.45,0.32,0.525,0.115,0,0.0375,1.586,1052.578,5.321,68.249
101600164,112.2757231,26.06735058,758.26,25.32,6.77,50.29,656.48,178.74,0.185,0.5425,0.21,0,0.0625,1.48,1107.068,5.671,53.91
101600165,112.4761494,26.06303327,786.83,26.44,7.2,50.62,648.89,172.68,0.42,0.44,0.1375,0,0.0025,1.418,1178.365,5.991,45.044
101600166,112.6765521,26.05836451,791.97,26.7,7.31,50.82,647.46,168.24,0.4425,0.4425,0.075,0.035,0.005,1.367,1186.266,5.972,46.225
101600167,112.8769322,26.05332494,811.33,27.76,7.84,51.13,633.69,162.12,0.6325,0.325,0.0375,0,0.005,1.272,1222.136,6.133,39.284
101600168,113.0772924,26.04792145,808.84,27.83,7.99,51.18,627.75,160.04,0.66,0.325,0.0125,0,0.0025,1.29,1177.981,5.999,46.007
101600169,113.2776281,26.04217557,779.91,26.75,7.64,51,642.6,162.07,0.665,0.3075,0.0275,0,0,1.319,1168.816,5.93,45.455
101600170,113.4779341,26.03604456,735.98,24.86,6.86,51.62,672.35,162.28,0.8575,0.14,0.0025,0,0,1.679,1148.55,5.528,48.939
101600171,113.6782158,26.02957595,691.7,21.95,4.95,52.02,740.58,170.83,0.61,0.2875,0.0975,0,0,1.91,1019.25,5.235,70.8
101600172,113.8784624,26.02271517,693.52,21.99,4.96,52.72,743.7,166.27,0.4925,0.4025,0.1,0,0.0025,1.772,1021.877,5.342,65.81
101600173,114.0786835,26.01551232,696.37,22.42,5.31,52.62,735.88,166.1,0.1925,0.43,0.3775,0,0,1.959,1047.008,5.272,60.833
101600174,114.2788661,26.00792571,739.96,25.21,7.1,52.45,674.64,157.66,0.38,0.3525,0.1575,0.075,0.0225,1.647,1146.451,5.522,46.215
101600175,114.4790155,25.99998881,754.74,26.1,7.65,52.33,657.42,155.4,0.54,0.265,0.1425,0.0225,0.03,1.586,1151.937,5.564,40.876
101600176,114.679128,25.99169186,770.67,27.09,8.24,51.89,632.38,154.21,0.375,0.3725,0.2325,0,0.02,1.469,1151.871,5.804,36.397
101600177,114.8792017,25.98302823,768.36,27.36,8.55,51.52,625,156,0.215,0.16,0.6075,0.0025,0.015,1.426,1138.999,5.824,38.897
101600178,115.0792382,25.97399526,764.98,27.41,8.68,51.96,635.36,156.96,0.355,0.3425,0.2975,0,0.005,1.444,1142.788,5.806,37.8
101600179,115.279235,25.96461736,753.79,27.21,8.77,53.21,662.88,157.77,0.4425,0.16,0.3925,0,0.005,1.478,1149.557,5.778,42.306
101600180,115.4791835,25.95485821,752.42,27.59,9.17,54.37,679.62,157.09,0.28,0.145,0.565,0.0025,0.0075,1.372,1182.286,5.836,40.218
101600181,115.6790921,25.94476899,737.33,27.1,9.07,55.73,701.83,157.25,0.79,0.1725,0.03,0.0075,0,1.409,1160.085,5.769,35.987
101600182,115.8789496,25.9342835,723.36,26.83,9.14,56.82,720.99,156.01,0.5475,0.2875,0.1625,0.0025,0,1.375,1142.129,5.716,39.149
101600183,116.078761,25.92344346,720.35,27.2,9.57,57.42,724.65,156.54,0.61,0.235,0.155,0,0,1.285,1189.422,5.858,39.686
101600184,116.2785279,25.91224876,697.16,25.8,8.74,57.72,749.91,156.92,0.7175,0.1975,0.085,0,0,1.466,1085.723,5.474,50.215
101600185,116.4782418,25.90069058,680.95,25.53,8.87,58.13,751.84,153.08,0.8675,0.1275,0.005,0,0,1.472,1140.602,5.469,44.861
101600186,116.6778993,25.88877576,665.62,25.28,8.98,58.13,753.14,152.84,0.8325,0.1675,0,0,0,1.507,1131.64,5.407,47.588
101600187,116.8775069,25.87648688,646.12,24.85,9.01,58.1,744.55,150.82,0.75,0.2425,0.0075,0,0,1.514,1096.575,5.394,55.454
101600188,117.0770557,25.86384456,631.99,24.88,9.37,58.13,735.02,148.29,0.75,0.2475,0.0025,0,0,1.649,1095.003,5.269,53.031
101600189,117.2765487,25.85082586,630.17,25.68,10.23,58.58,712.34,144.53,0.595,0.365,0.0275,0.01,0.0025,1.362,1136.416,5.408,50.496
101600190,117.4759822,25.83746215,611.05,24.68,9.7,57.9,709.63,143.67,0.8325,0.1675,0,0,0,1.433,1118.482,5.35,50.899
101600191,117.675359,25.82373296,607.59,24.56,9.63,57.83,698.37,139.86,0.835,0.1475,0.0175,0,0,1.329,1135.894,5.423,45.423
101600192,117.8746707,25.80963194,619.81,25.43,10.23,58.34,681.59,135.73,0.6475,0.3075,0.0425,0,0.0025,1.333,1161.092,5.484,44.617
101600193,118.0739217,25.7951994,606.24,24.76,9.89,58.81,673.12,130.94,0.7925,0.19,0.0175,0,0,1.411,1120.886,5.365,53.087
101600194,118.2731022,25.78036831,580.19,23.53,9.32,58.98,674.43,127.91,0.7,0.22,0.075,0,0.005,1.423,1077.825,5.229,53.399
101600195,118.4722172,25.76521182,610.98,25.21,10.29,60.52,652.42,118.97,0.595,0.25,0.1525,0,0.0025,1.305,1141.266,5.432,49.033
101600196,118.6712652,25.74966217,600.66,24.66,10.03,61,649.49,116.22,0.5076,0.165,0.2056,0.1015,0,1.39,1105.444,5.367,52.256
101600197,118.8702423,25.73377904,611.71,25.44,10.57,62.09,633.54,109.13,0.0972,0.1701,0.4722,0.184,0.0382,1.403,1118.84,5.394,49.745
101600198,119.0691504,25.71752097,609.2,25.49,10.71,62.66,622.41,104.4,0.8614,0.1386,0,0,0,1.383,1091.114,5.43,50.14
101600199,119.2673262,25.70180398,634.2,26.83,11.54,62.42,584.34,101.51,0.7225,0.2775,0,0,0,1.409,1148.347,5.683,48.18
101600200,119.4489574,25.69777142,645.37,27.64,12.16,61.64,552.84,99.69,0.4375,0.4825,0.0575,0,0.0225,1.475,1199.966,5.932,53.1
101610093,98.12604137,25.2602926,449.96,19.52,8.62,81.09,892.55,74.49,0.5475,0.4375,0.015,0,0,1.329,821.839,5.457,81.588
101610094,98.31631069,25.28804889,443.99,18.86,8.09,77.71,793.55,73.91,0.41,0.5325,0.0325,0,0.025,1.311,813.163,5.439,80.584
101610095,98.51373301,25.30905013,474.59,20.25,8.8,76.91,750.66,72.97,0.4625,0.505,0.01,0,0.0225,1.154,961.138,5.723,64.078
101610096,98.7112454,25.32971189,465.22,18.7,7.47,73.34,655.6,73.07,0.36,0.5975,0.02,0,0.0225,1.42,879.012,5.622,86.137
101610097,98.90885002,25.34997938,409.5,22.35,12.55,76.66,681.55,70.31,0.3875,0.57,0.0325,0,0.01,1.057,1151.472,6.106,52.814
101610098,99.1065417,25.36990703,443.04,17.82,7.06,68.37,521.73,69.04,0.5075,0.475,0.0075,0,0.01,1.274,912.603,5.81,77.129
101610099,99.30431849,25.38949635,461.36,20.82,9.63,68.44,495.95,67.35,0.4325,0.5575,0.005,0,0.005,1.19,1075.064,6.063,54.882
101610100,99.50218386,25.40868756,468.54,20.83,9.46,66.53,455.36,66.42,0.38,0.5825,0.025,0,0.0125,1.167,1085.177,6.025,51.869
101610101,99.70013454,25.42754591,459.39,19.61,8.45,65.96,437.34,65.31,0.485,0.43,0.0775,0,0.0075,1.206,989.828,5.876,59.549
101610102,99.8981675,25.44603821,458.66,21.13,10.04,66.83,433.72,64.18,0.4,0.535,0.0475,0,0.0175,1.141,1079.027,6.009,52.328
101610103,100.096275,25.4641828,461.75,19.39,8.21,67.97,422.12,59.69,0.3575,0.425,0.175,0,0.035,1.194,1037.518,5.918,59.258
101610104,100.2944621,25.48195486,463.46,19.04,7.8,69.16,412.83,56.18,0.4575,0.4725,0.025,0,0.045,1.248,1013.949,5.874,59.079
101610105,100.4927285,25.49938663,465.52,19.64,8.4,71.51,411.09,50.96,0.585,0.375,0.0225,0,0.0175,1.016,1070.617,6.019,54.023
101610106,100.6910718,25.51643005,474.02,20.6,9.23,74.18,406.44,45.07,0.445,0.39,0.15,0,0.0125,0.835,1218.05,6.301,47.359
101610107,100.8894892,25.53312465,459.86,20.16,9.13,76.46,413.15,43.13,0.5575,0.4275,0.005,0,0.01,0.99,1109.544,6.04,48.18
101610108,101.0879817,25.5494587,463.29,19.63,8.47,78.66,419.18,40.32,0.33,0.535,0.05,0,0.085,1.053,1037.327,5.947,52.991
101610109,101.2865449,25.56543481,467.18,19.72,8.44,81.22,421.8,36.81,0.3325,0.4625,0.115,0,0.09,0.973,1095.393,6.163,48.456
101610110,101.4851765,25.5810624,458.13,19.29,8.23,83.78,434.17,33.37,0.67,0.2875,0.0375,0,0.005,1.053,1000.025,6.005,58.496
101610111,101.6838767,25.59631828,439.75,21.44,10.9,87.86,420.29,26.96,0.4975,0.36,0.1125,0,0.03,0.97,1229.464,6.574,38.866
101610112,101.8826474,25.61121677,442.9,23.43,12.86,91.34,410.87,22.13,0.39,0.565,0.025,0,0.02,1.048,1284.948,6.949,30.82
101610113,102.0814757,25.6257602,460.08,18.61,7.47,86.77,469.13,32.17,0.55,0.4175,0.0075,0,0.025,1.064,960.722,5.875,58.879
101610114,102.2803747,25.63993098,463.96,19.16,7.9,86.76,475.14,33.55,0.5025,0.4225,0.0175,0,0.0575,1.055,1009.348,5.919,55.884
101610115,102.4793329,25.65375239,467.71,19.94,8.6,86.18,468.11,34.94,0.34,0.4,0.2075,0,0.0425,0.998,1092.719,6.075,47.662
101610116,102.6783493,25.66721317,469.71,19.66,8.27,85.97,478.39,34.95,0.3725,0.375,0.2175,0,0.035,0.992,1081.284,6.033,50.421
101610117,102.8774262,25.68030496,460.29,17.4,6.23,85.6,510.48,36.9,0.3575,0.515,0.0575,0,0.07,1.007,1030.694,5.931,53.919
101610118,103.0765617,25.69303002,464.2,17.85,6.61,86.19,510.05,33.93,0.1875,0.515,0.2025,0,0.095,0.894,1096.959,6.104,47.236
101610119,103.2757513,25.70541562,472.09,18.86,7.41,85.38,502.63,35.69,0.2675,0.32,0.3675,0.015,0.025,0.882,1109.689,6.057,50.183
101610120,103.4749978,25.71743807,479.51,19.37,7.72,84.78,505.33,37.42,0.395,0.26,0.2475,0.015,0.0825,0.91,1124.671,6.127,51.365
101610121,103.6742961,25.7290679,483.62,19.4,7.67,85.03,523.67,38.1,0.35,0.21,0.355,0.03,0.055,0.853,1183.012,6.155,44.388
101610122,103.8736452,25.74035798,487.54,19.25,7.37,84.88,542.61,39.6,0.1475,0.1525,0.645,0.0275,0.0275,0.862,1153.595,6.106,45.196
101610123,104.0730447,25.75129809,497.54,18.81,6.63,85.1,572.21,40.92,0.0825,0.075,0.78,0.035,0.0275,0.871,1140.068,6.016,48.635
101610124,104.2724892,25.76187118,497.44,18.19,5.94,84.57,595.88,43.75,0.075,0.145,0.7575,0,0.0225,0.916,1077.05,5.888,54.104
101610125,104.4719822,25.77206853,515.16,19.24,6.55,83.98,624.69,49.44,0.145,0.21,0.64,0,0.005,0.983,1086.11,5.968,57.981
101610126,104.6715202,25.78190291,546.75,20.69,7.28,83.54,653.47,53.8,0.0525,0.185,0.7125,0,0.05,0.882,1152.138,6.036,49.942
101610127,104.8710997,25.79139796,559.49,20.96,7.2,82.11,662.53,56.79,0.02,0.2775,0.675,0,0.0275,0.868,1133.618,6.066,52.448
101610128,105.0707223,25.80052366,574.06,21.83,7.69,80.16,661.27,61.45,0.065,0.2375,0.6575,0,0.04,0.894,1130.459,6.024,52.315
101610129,105.2703848,25.80928028,590.83,22.8,8.23,79.04,655.88,62.71,0.035,0.4775,0.4775,0,0.01,0.852,1172.022,6.154,48.933
101610130,105.4700844,25.81766966,598.47,23.31,8.57,78.51,647.52,61.57,0.09,0.2525,0.61,0,0.0475,0.875,1159.995,6.137,49.355
101610131,105.6698217,25.82570809,617.61,23.67,8.41,77.37,637.34,63.2,0.04,0.2825,0.6475,0,0.03,0.884,1176.438,6.109,45.997
101610132,105.8695942,25.83337311,626.8,23.79,8.3,76.44,624.01,62.83,0.0575,0.3925,0.525,0,0.025,0.914,1140.211,6.045,46.95
101610133,106.0693987,25.84067789,627.73,22.78,7.27,75.42,617.34,62.92,0.1825,0.535,0.2475,0,0.035,0.847,1110.003,5.927,51.984
101610134,106.2692366,25.847643,639.58,23.06,7.27,74.33,604.9,63.28,0.16,0.285,0.515,0,0.04,0.861,1092.32,5.941,49.771
101610135,106.4691035,25.854221,654.96,23.68,7.51,73.15,598.75,64.08,0.1325,0.6175,0.185,0,0.065,0.936,1118.356,6.022,48.449
101610136,106.669,25.86042764,659.41,23.29,7.03,72.11,597.84,66.26,0.17,0.5475,0.27,0,0.0125,0.923,1095.846,5.899,50.314
101610137,106.8689225,25.86630923,668.89,23.29,6.82,71.04,597.85,69,0.1925,0.595,0.185,0,0.0275,0.925,1094.621,5.919,51.327
101610138,107.0688718,25.8717844,683.22,23.99,7.15,69.82,594.48,72.13,0.3625,0.41,0.205,0,0.0225,1.004,1123.385,6.006,49.567
101610139,107.2688439,25.87693173,694.92,24.4,7.3,68.62,591.63,75.82,0.125,0.5575,0.2475,0,0.07,1.052,1144.702,6.109,45.088
101610140,107.4688419,25.88170853,706.49,24.21,6.86,67.74,595.09,79.8,0.515,0.405,0.0675,0,0.0125,1.081,1152.62,6.082,47.838
101610141,107.6688546,25.88611072,705.01,23.8,6.5,66.51,598.04,86,0.58,0.3225,0.0975,0,0,1.267,1098.897,5.835,57.387
101610142,107.8688896,25.89015453,703.45,24.96,7.72,65.25,583.94,89.21,0.5425,0.3925,0.0625,0,0.0025,1.185,1179.374,5.98,44.286
101610143,108.0689388,25.89384094,719.12,25.03,7.38,64.18,583.14,94.81,0.4675,0.4175,0.115,0,0,1.101,1146.779,5.86,52.485
101610144,108.2690048,25.8971574,725.6,25.16,7.35,63.22,577.01,99.09,0.47,0.41,0.115,0,0.005,1.133,1136.025,5.771,56.066
101610145,108.4690879,25.9001194,727.41,25.63,7.8,62.48,568.04,102.36,0.2875,0.49,0.215,0,0.0075,1.104,1174.381,5.902,47.894
101610146,108.6691828,25.9027134,733.7,24.73,6.69,61.75,592.22,113.86,0.225,0.5625,0.2075,0,0.005,1.05,1131.049,5.821,53.329
101610147,108.8692858,25.9049355,731.43,25.28,7.3,61.21,598.52,121.36,0.295,0.4475,0.245,0,0.0125,1.21,1143.914,5.802,51.117
101610148,109.0693992,25.90680475,734.95,25.53,7.51,60.69,618,133.1,0.5625,0.335,0.095,0,0.0075,1.341,1144.968,5.727,49.513
101610149,109.2695186,25.90831892,736.32,25.42,7.39,60.14,641.94,144.69,0.575,0.3275,0.0925,0,0.005,1.414,1140.717,5.63,52.694
101610150,109.4696476,25.90946777,740.21,25.52,7.42,59.71,670.03,155.97,0.645,0.295,0.06,0,0,1.498,1123.249,5.545,54.656
101610151,109.6697781,25.91025324,754.9,26.34,7.9,59.45,691.94,165.69,0.77,0.1675,0.0575,0,0.005,1.513,1129.711,5.611,54.575
101610152,109.8699116,25.91065419,747.09,25.47,7.2,59.03,717.98,172.11,0.7425,0.225,0.0325,0,0,1.524,1123.98,5.551,54.967
101610153,110.0700473,25.91070662,728.99,23.79,5.91,58.53,738.86,172.59,0.695,0.28,0.02,0,0.005,1.585,1049.063,5.331,66.779
101610154,110.2701813,25.91042296,732.59,23.64,5.65,57.86,745.46,176.41,0.3,0.43,0.2175,0,0.0525,1.585,1032.792,5.223,69.415
101610155,110.4703147,25.90972849,717.64,22.56,4.91,56.82,753.31,178.71,0.065,0.4,0.4425,0.0075,0.085,1.74,990.014,5.159,80.167
101610156,110.6704458,25.90870955,743.14,24.48,6.23,56.23,740.16,184.67,0.24,0.49,0.235,0,0.035,1.711,1100.753,5.439,62.093
101610157,110.8705656,25.90729476,782.02,26.87,7.75,56.05,706.69,183.67,0.5475,0.4075,0.035,0,0.01,1.592,1185.494,5.848,49.902
101610158,111.0706816,25.90553442,788.36,27.08,7.83,54.8,687.64,184.18,0.74,0.245,0.015,0,0,1.429,1203.717,6.136,45.891
101610159,111.2707871,25.90341632,764.82,25.65,6.91,53.33,686.82,186.17,0.56,0.38,0.0575,0,0.0025,1.396,1182.345,5.881,51.441
101610160,111.4708842,25.90094776,737.4,24.4,6.29,52.56,692.97,185.33,0.2275,0.5,0.25,0,0.0225,1.456,1112.148,5.526,60.018
101610161,111.6709694,25.89808063,762.87,25.74,7.08,51.93,660.18,183.52,0.03,0.55,0.38,0.005,0.035,1.413,1128.874,5.701,54.979
101610162,111.8710454,25.89488311,755.81,25.41,6.95,51.6,663.38,180.93,0.05,0.4925,0.3525,0,0.105,1.406,1127.837,5.738,51.735
101610163,112.0710993,25.89131043,791.45,26.79,7.45,51.7,653.07,175.21,0.13,0.64,0.18,0.0075,0.0425,1.318,1194.048,5.986,41.052
